#      face_x        face_y        face_z           CO2
     0.748539      0.857538      0.756497       277.048
     0.557814      0.747833      0.853327       310.444
     0.257991       0.96662      0.855041       278.323
     0.257794       0.96429      0.903364       309.519
     0.612926       1.00811      0.954911       296.236
     0.312852       1.05816        1.0564       294.613
     0.313318      0.859674       1.15537       288.289
     0.311458       1.05658       1.20625       302.802
     0.557745       0.89419       0.75114       307.529
     0.251533      0.842823      0.793507       294.349
     0.550632      0.844108      0.793936       302.624
     0.742187      0.851435      0.754611       287.436
     0.551473      0.893068      0.757303       294.128
     0.257843       0.95084       0.79388       310.565
     0.251533      0.957177      0.793507       294.336
     0.442011       1.09369      0.804892       279.429
     0.257841      0.750643      0.845653       310.875
         0.85      0.743755       0.84373       298.848
      0.25152      0.757168      0.845171       294.861
     0.387032      0.757376      0.845008       290.718
     0.742189      0.813446      0.804762       299.452
     0.742168      0.886074      0.841342       307.019
      0.25152       1.04283      0.845171       294.879
     0.387025      0.695481      0.857748       292.674
     0.551509      0.742262      0.855498       293.709
     0.257991       0.83338      0.855041       278.327
     0.850606      0.844184      0.892693       292.019
     0.442181      0.937768       0.89121       316.423
     0.912805      0.943511      0.857973       287.781
     0.913038       1.14399       0.89569        283.44
     0.387023      0.644593      0.944683       286.624
     0.556871      0.699653      0.945171       305.819
     0.687042      0.694287      0.945339       274.982
     0.550766       0.70684      0.943642       296.774
     0.387144       0.75756      0.905371        290.37
     0.557779      0.794387      0.952241       310.242
     0.257794       0.83571      0.903364       309.555
     0.851527      0.844176      0.903931       287.321
     0.910977       1.14409      0.943675       292.385
     0.911692       1.15509      0.943849        288.62
     0.386903      0.654712      0.993903       285.891
     0.688563      0.656299      0.994548       287.663
     0.551473      0.744246      0.993007       294.263
     0.689601      0.706093      0.956533       291.116
     0.857767      0.740785       1.00021       305.825
     0.551516       0.79322      0.958079       295.375
     0.687072      0.693273        1.0423       274.156
     0.851544      0.741663       1.00668       291.983
     0.611332       1.14507       1.04367       293.634
     0.611317        1.1553       1.04358       295.707
     0.687085      0.657312       1.09436       274.102
     0.495292      0.751244       1.05703       300.942
     0.386886      0.796112       1.05931       286.255
     0.912882       1.09175        1.0922        286.82
     0.611731       1.14388       1.09284       297.051
     0.912894       1.14246       1.05465       290.191
     0.686519      0.743018       1.14523       272.681
     0.689295      0.806348       1.14399       297.788
     0.495328      0.950399        1.1065       309.929
     0.612945      0.944867       1.14287        283.67
     0.310628       1.09398       1.10627       311.062
     0.612617       1.14314       1.10383       297.028
     0.688924      0.743857       1.15656       291.132
     0.795272      0.891955       1.16268       309.372
     0.804728      0.891955       1.16268        307.71
     0.311411      0.992369        1.1939       303.507
     0.311756       1.05676       1.19506       297.921
     0.312502      0.894726       1.20545       298.615
     0.795214      0.863849       1.24574         303.4
     0.804786      0.863849       1.24574       299.781
     0.313066      0.945485       1.24198       295.255
     0.795272      0.935403       1.20719       305.814
     0.804728      0.935403       1.20719       303.997
     0.311597      0.957384       1.24295       303.714
     0.266289      0.916437       0.76047       313.904
         0.75      0.968454       0.75598        290.28
     0.748267      0.968768      0.766286       279.668
     0.748463       1.01788       0.75756       262.864
     0.749356       1.00581      0.768134       270.667
     0.748562      0.819898      0.806476        277.11
      0.91875       1.00324      0.815161       282.744
     0.912967       1.00533      0.819908       287.547
     0.566202       0.74779      0.853612       309.704
     0.266189      0.966621      0.855045       277.589
