#      face_x        face_y        face_z           CO2
     0.748539      0.857538      0.756497       277.308
     0.557814      0.747833      0.853327       310.446
     0.257991       0.96662      0.855041       278.321
     0.257794       0.96429      0.903364       309.518
     0.612926       1.00811      0.954911       296.246
     0.312852       1.05816        1.0564       294.605
     0.313318      0.859674       1.15537       288.281
     0.311458       1.05658       1.20625        302.79
     0.557745       0.89419       0.75114       307.506
     0.251533      0.842823      0.793507        294.34
     0.550632      0.844108      0.793936       302.622
     0.742187      0.851435      0.754611       285.988
     0.551473      0.893068      0.757303       294.113
     0.257843       0.95084       0.79388       310.562
     0.251533      0.957177      0.793507       294.335
     0.442011       1.09369      0.804892       279.416
     0.257841      0.750643      0.845653       310.868
         0.85      0.743755       0.84373        301.93
      0.25152      0.757168      0.845171       294.851
     0.387032      0.757376      0.845008       290.742
     0.742189      0.813446      0.804762       299.161
     0.742168      0.886074      0.841342       306.961
      0.25152       1.04283      0.845171       294.877
     0.387025      0.695481      0.857748       292.697
     0.551509      0.742262      0.855498       293.719
     0.257991       0.83338      0.855041       278.321
     0.850606      0.844184      0.892693        292.52
     0.442181      0.937768       0.89121       316.423
     0.912805      0.943511      0.857973       287.257
     0.913038       1.14399       0.89569       282.585
     0.387023      0.644593      0.944683       286.548
     0.556871      0.699653      0.945171       305.811
     0.687042      0.694287      0.945339       275.226
     0.550766       0.70684      0.943642       296.767
     0.387144       0.75756      0.905371       290.686
     0.557779      0.794387      0.952241       310.234
     0.257794       0.83571      0.903364       309.557
     0.851527      0.844176      0.903931       287.707
     0.910977       1.14409      0.943675       291.873
     0.911692       1.15509      0.943849         288.2
     0.386903      0.654712      0.993903        285.76
     0.688563      0.656299      0.994548       287.267
     0.551473      0.744246      0.993007       294.261
     0.689601      0.706093      0.956533       291.368
     0.857767      0.740785       1.00021       305.497
     0.551516       0.79322      0.958079       295.367
     0.687072      0.693273        1.0423       273.634
     0.851544      0.741663       1.00668       291.693
     0.611332       1.14507       1.04367       293.568
     0.611317        1.1553       1.04358       295.654
     0.687085      0.657312       1.09436        273.85
     0.495292      0.751244       1.05703       301.016
     0.386886      0.796112       1.05931       286.256
     0.912882       1.09175        1.0922       284.689
     0.611731       1.14388       1.09284        296.99
     0.912894       1.14246       1.05465        289.76
     0.686519      0.743018       1.14523       272.092
     0.689295      0.806348       1.14399       297.895
     0.495328      0.950399        1.1065       309.904
     0.612945      0.944867       1.14287       283.394
     0.310628       1.09398       1.10627       311.052
     0.612617       1.14314       1.10383        296.96
     0.688924      0.743857       1.15656       290.994
     0.795272      0.891955       1.16268       309.053
     0.804728      0.891955       1.16268       307.371
     0.311411      0.992369        1.1939       303.496
     0.311756       1.05676       1.19506        297.91
     0.312502      0.894726       1.20545       298.605
     0.795214      0.863849       1.24574       303.352
     0.804786      0.863849       1.24574       299.953
     0.313066      0.945485       1.24198       295.244
     0.795272      0.935403       1.20719       305.899
     0.804728      0.935403       1.20719       304.222
     0.311597      0.957384       1.24295       303.703
     0.266289      0.916437       0.76047       313.896
         0.75      0.968454       0.75598       288.783
     0.748267      0.968768      0.766286       278.688
     0.748463       1.01788       0.75756       268.862
     0.749356       1.00581      0.768134       269.248
     0.748562      0.819898      0.806476       276.786
      0.91875       1.00324      0.815161       282.188
     0.912967       1.00533      0.819908       287.214
     0.566202       0.74779      0.853612       309.691
     0.266189      0.966621      0.855045       277.587
     0.257861      0.763981      0.917751        308.49
     0.374667      0.757497      0.905367       297.743
     0.566241      0.760954      0.916255       308.642
     0.374928      0.807347      0.917673       289.079
     0.266201       0.96437      0.903532       308.488
      0.91875       1.01894      0.893224       250.212
      0.67188      0.705903      0.956575       304.318
     0.612941        1.0586      0.966908       295.076
         0.45       1.01863       1.00653       304.229
     0.804767       1.05631       1.02612       307.664
      0.31875       1.10848       1.01627        278.12
     0.312817       1.10405       1.01797       292.708
     0.449391       1.10475       1.01903       294.476
     0.617247       1.11711      0.997424        282.02
     0.910705       1.11886       1.00633       296.338
     0.374779      0.805665       1.11755       297.013
     0.672711      0.856324       1.11909       302.199
     0.809835      0.867726       1.11818       285.778
      0.31875      0.910704       1.11883       279.695
     0.312877      0.904916       1.11853       292.961
     0.610629      0.968756       1.10635       304.905
     0.804742       1.02469       1.10678       300.247
      0.91875       1.01967       1.10631        220.32
     0.913654       1.01959       1.10289       257.688
      0.31875       1.07766       1.11786       283.768
      0.61875       1.14844       1.10274       292.473
     0.671711      0.818751       1.16879       308.768
     0.804764       1.02617       1.17037       299.888
      0.31875       1.07682       1.16841       273.434
     0.674715      0.768605       1.20505       292.344
     0.505086      0.924693       1.21678       301.065
         0.81      0.918227       1.21834       282.923
     0.313691       1.05609       1.21647       285.393
     0.557801      0.783913      0.752575       308.925
     0.566195      0.783994      0.752597       305.007
     0.566207      0.894207      0.751151       308.676
     0.551481      0.732366      0.793432       292.275
     0.557769      0.726582      0.791968       308.309
     0.566169      0.726614      0.791879       305.702
     0.551562      0.782512      0.757904       292.165
         0.55      0.781558      0.768802       301.863
     0.550776      0.781011      0.780521       291.593
      0.55697      0.781685      0.787587       312.519
     0.551485      0.832127      0.792677        293.92
     0.733835      0.851465      0.754593       302.074
     0.250807       0.88138      0.754792        293.94
     0.266289      0.883563       0.76047       313.931
     0.550634      0.880991      0.756089       302.749
     0.266168       0.95085       0.79395        308.41
     0.433831      0.930896      0.788128       309.113
         0.25      0.968881      0.793725       309.127
     0.433817        1.0937      0.804893       279.243
      0.38125      0.696646      0.852673       302.847
      0.26619      0.750732      0.845453       308.826
     0.374796      0.757272       0.84501       296.634
     0.733827      0.813461      0.804824       304.969
     0.550633      0.894199      0.831575        300.37
     0.551476      0.882108       0.83067       292.999
     0.557733      0.881345      0.837302       306.514
     0.733799      0.886057      0.841401       306.025
      0.91875      0.942288      0.853012       267.603
     0.442194       1.03322      0.835486       305.528
     0.910454       1.00645      0.831373       303.865
     0.374805      0.695363      0.857743        301.04
         0.55      0.693964      0.881234       307.457
     0.551728      0.682369      0.891976       290.529
     0.550699      0.682653      0.879818       292.434
     0.557933      0.676311      0.890631       287.993
     0.566229      0.676524      0.890794         283.9
         0.85      0.682208      0.868984        296.89
     0.851715      0.733348      0.866122        279.48
     0.742175      0.801453      0.876985       312.716
     0.733746       0.80174      0.877534       310.505
      0.85174       0.79496      0.867234        278.93
     0.251744      0.828444      0.854821       289.325
     0.266189      0.833379      0.855045       277.585
     0.374822      0.830192      0.869242       295.622
     0.371728      0.818694      0.893791       308.933
         0.39      0.818751      0.893748       310.838
      0.55784      0.901975      0.883202        308.61
     0.566177       0.90199      0.883251       306.664
     0.733625      0.862705      0.883616       311.718
         0.85      0.856768      0.881343        296.12
     0.433794      0.937756      0.891247       315.592
         0.55      0.943675      0.868588       304.329
     0.551572      0.907561      0.881722       289.523
         0.55      0.918984      0.881632       300.238
         0.25      0.981658      0.855477       308.867
     0.910401      0.956387      0.881138       306.532
      0.61875       1.01624      0.890732       296.233
     0.612974       1.01723      0.895482       296.273
     0.913659       1.01825      0.890052       281.443
     0.617267       1.08262       0.90245       282.708
     0.913662       1.08124      0.890225       276.546
     0.374857      0.644642      0.944518       298.187
     0.851544       0.64522      0.917372       289.847
     0.866185      0.639723      0.918395       302.826
      0.56636      0.699715      0.945326       305.796
     0.674872      0.694123      0.945384       290.832
     0.566186      0.794434       0.95227         309.6
      0.68125      0.766523      0.927117       252.895
     0.675931      0.767807       0.93172       270.608
     0.251515      0.829974      0.905367       295.511
     0.266201       0.83563      0.903532       308.536
     0.386973      0.807459       0.91769       290.926
         0.25      0.981444      0.906302       309.284
     0.251552       1.02995      0.917143       294.376
     0.257861       1.03602      0.917751       308.537
     0.611295       1.08134      0.907394       298.227
         0.61       1.06875      0.943743       312.269
     0.618745       1.14179      0.928525       284.266
     0.613125         1.143      0.933438       288.846
     0.911666       1.13179       0.90566       283.007
     0.913184       1.13441      0.943571        274.57
      0.68125      0.652152      0.983822       290.075
      0.37494      0.654653      0.993763       295.825
      0.67368      0.655327      0.995096       299.268
     0.674887      0.656666        0.9828       298.259
     0.687424      0.657252      0.983142       280.288
     0.673648      0.732269      0.992442       296.151
     0.688563      0.731223      0.993061       275.842
     0.866198       0.74084       1.00023       301.964
         0.55      0.781346       0.96914       310.767
     0.672892      0.781278      0.968441        300.57
      0.67598      0.781762      0.980177       281.068
     0.311144       1.04289      0.981382       306.131
     0.433826       1.01619      0.990528       306.842
         0.61       1.13125      0.956257       309.861
     0.611296       1.11861      0.992566       296.275
     0.917268       1.11647      0.990977       271.297
     0.911657       1.11895      0.995042       282.434
      0.38125      0.691788       1.03045       254.953
     0.376165      0.690509       1.03371       284.608
     0.386875      0.691784       1.03434       283.918
      0.67188      0.681565       1.03098       305.539
     0.674826      0.693421       1.04225       292.115
     0.674805      0.731008       1.00514       297.655
      0.68747      0.730344       1.00479       270.748
      0.68125      0.735512       1.00434       284.711
     0.850586      0.729812       1.00666       295.092
      0.38125      0.796379       1.05519       256.804
     0.851577      0.782533       1.02051       293.066
         0.85      0.781529       1.03148       306.338
     0.857817      0.784192       1.01523       313.577
     0.310394        1.0317       1.00628       311.656
     0.795233       1.05631       1.02612       310.116
     0.910405       1.06887       1.04378        297.74
      0.68125      0.651884       1.09491       284.376
     0.370859      0.681882       1.08126       315.158
     0.371918      0.681828       1.09399       310.788
     0.389531      0.681026       1.09348       304.936
     0.674766      0.657344       1.09424       291.894
     0.674971      0.678259       1.09474        290.42
     0.686859      0.678251       1.09491       274.047
      0.68125      0.682195        1.0961       253.346
     0.851615       0.69496       1.06698       285.627
      0.37473      0.744159       1.06945       294.783
      0.38125      0.746392       1.06442       285.766
     0.387609      0.744785       1.06991        292.11
     0.371081      0.743295       1.08129       314.081
         0.39      0.743715        1.0814       308.871
     0.376167      0.797519       1.05867       285.386
         0.49      0.781252       1.06875       305.092
         0.51      0.781252       1.06875       299.396
     0.851549      0.768735       1.08023       290.085
     0.857842      0.768096       1.08646       306.968
     0.611531      0.967496       1.09431       299.694
      0.61875      0.977799       1.08904       284.011
     0.612987       0.97938       1.09446       293.003
     0.910959       1.01907       1.09329       282.636
      0.61875       1.08477       1.10309       294.485
     0.618728       1.13211       1.07961       258.143
     0.374729      0.679427        1.1045        299.96
      0.38125      0.676989        1.1091       290.029
     0.387085      0.679345       1.10449       290.127
     0.674864      0.680897       1.14252       293.522
     0.686974      0.681018       1.14259       277.579
     0.374786       0.73285       1.12964       297.142
      0.49513      0.726461       1.12765       309.606
     0.490164      0.732721        1.1295       294.175
      0.50487      0.726461       1.12765       304.658
     0.509836      0.732721        1.1295       289.149
     0.675981      0.743019       1.14523       280.656
         0.49      0.781227       1.13125       308.893
         0.51      0.781227       1.13125       297.684
     0.795479      0.803731       1.12936       273.428
     0.804521      0.803731       1.12936       270.238
     0.387082      0.805538       1.11758       291.333
     0.681251      0.803488       1.12956       286.693
      0.67294      0.805858       1.14422       304.546
     0.675985      0.804895       1.13333       283.811
     0.686974      0.805472       1.13336        280.68
     0.310466      0.869574       1.14419       310.189
     0.310401      0.893476       1.13098       311.861
     0.688555      0.856409       1.11912       293.509
     0.671831      0.869009       1.13114       307.732
     0.673685      0.881726       1.14304        299.52
     0.688167      0.881628       1.14308       288.993
     0.790165      0.867726       1.11818       283.533
     0.610401      0.956094       1.13107       302.951
     0.795258       1.02469       1.10678       303.816
     0.612975       1.08287       1.10785       295.345
     0.672895       0.74382        1.1566       301.649
      0.67464      0.830731       1.19271       294.613
     0.687201      0.830621       1.19275        282.29
     0.795133       0.82567       1.19571       293.095
     0.804867       0.82567       1.19571        276.54
     0.674779      0.880251       1.15567       297.651
     0.687106      0.880307       1.15549       282.495
      0.68125      0.885073       1.15549       281.221
     0.790009      0.880492       1.16822       296.105
     0.809991      0.880492       1.16822       260.055
     0.490421       1.01644       1.17887        290.14
     0.509579       1.01644       1.17887        276.49
      0.61297       1.00789       1.17969       292.781
      0.61875       1.00852        1.1847       292.183
     0.795236       1.02617       1.17037       301.779
     0.790162       1.03233       1.16898       283.686
     0.809838       1.03233       1.16898       274.229
      0.68125      0.768898        1.2104       276.832
     0.687147      0.768468        1.2051       280.432
     0.494914      0.924693       1.21678       302.496
     0.490154      0.931887       1.21881       291.887
